P18YM_PB,PSINDER,VPH_NDACMM,VPH_SINCINT
9.0,0.0,10.0,8.0
10.0,15.0,7.0,7.0
16.0,14.0,7.0,7.0
11.0,11.0,5.0,3.0
7.0,8.0,9.0,8.0
0.0,0.0,0.0,0.0
4.0,5.0,5.0,5.0
4.0,8.0,11.0,12.0
15.0,19.0,14.0,14.0
9.0,38.0,14.0,14.0
5.0,20.0,8.0,9.0
17.0,22.0,12.0,14.0
5.0,9.0,9.0,9.0
323.0,371.0,282.0,314.0
10.0,6.0,3.0,4.0
9.0,15.0,15.0,19.0
11.0,5.0,4.0,6.0
17.0,16.0,14.0,17.0
20.0,9.0,13.0,12.0
13.0,20.0,22.0,24.0
12.0,18.0,11.0,12.0
5.0,10.0,6.0,4.0
12.0,31.0,6.0,8.0
26.0,16.0,23.0,25.0
4.0,9.0,3.0,4.0
8.0,7.0,7.0,8.0
16.0,4.0,7.0,8.0
12.0,25.0,17.0,15.0
14.0,15.0,10.0,10.0
23.0,27.0,11.0,10.0
21.0,19.0,11.0,11.0
13.0,9.0,18.0,19.0
26.0,50.0,29.0,36.0
0.0,0.0,0.0,0.0
5.0,7.0,5.0,7.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,5.0,3.0,4.0
0.0,0.0,0.0,0.0
265.0,386.0,256.0,259.0
9.0,29.0,12.0,11.0
12.0,10.0,8.0,9.0
10.0,16.0,13.0,12.0
11.0,18.0,10.0,9.0
5.0,10.0,4.0,5.0
11.0,16.0,8.0,8.0
5.0,3.0,5.0,4.0
20.0,13.0,11.0,9.0
11.0,7.0,17.0,15.0
6.0,20.0,15.0,15.0
4.0,5.0,10.0,12.0
7.0,26.0,17.0,18.0
4.0,25.0,5.0,4.0
14.0,14.0,7.0,5.0
8.0,4.0,5.0,6.0
15.0,21.0,15.0,14.0
3.0,11.0,5.0,6.0
14.0,21.0,6.0,9.0
19.0,14.0,9.0,3.0
17.0,19.0,6.0,6.0
14.0,11.0,7.0,10.0
15.0,7.0,11.0,13.0
0.0,0.0,0.0,0.0
5.0,25.0,10.0,10.0
6.0,14.0,7.0,9.0
0.0,0.0,0.0,0.0
0.0,6.0,3.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
8.0,22.0,9.0,16.0
3.0,9.0,3.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
380.0,1108.0,482.0,524.0
138.0,458.0,201.0,217.0
8.0,21.0,9.0,11.0
23.0,38.0,25.0,13.0
3.0,0.0,3.0,3.0
8.0,36.0,12.0,15.0
4.0,35.0,12.0,16.0
15.0,36.0,7.0,17.0
12.0,8.0,9.0,10.0
6.0,13.0,12.0,16.0
4.0,16.0,4.0,5.0
4.0,20.0,6.0,7.0
6.0,38.0,9.0,17.0
4.0,10.0,5.0,3.0
0.0,7.0,3.0,3.0
5.0,11.0,4.0,3.0
3.0,3.0,3.0,3.0
6.0,11.0,10.0,13.0
242.0,650.0,281.0,307.0
6.0,18.0,6.0,6.0
12.0,32.0,15.0,20.0
12.0,36.0,18.0,17.0
10.0,11.0,11.0,14.0
19.0,66.0,20.0,24.0
18.0,54.0,13.0,17.0
9.0,35.0,12.0,17.0
9.0,27.0,13.0,13.0
17.0,29.0,5.0,5.0
9.0,32.0,21.0,19.0
0.0,0.0,0.0,0.0
13.0,43.0,12.0,15.0
18.0,9.0,23.0,13.0
5.0,15.0,8.0,8.0
6.0,11.0,6.0,8.0
6.0,15.0,8.0,10.0
3.0,16.0,7.0,8.0
6.0,10.0,5.0,8.0
4.0,28.0,10.0,12.0
3.0,9.0,6.0,7.0
0.0,0.0,0.0,0.0
4.0,24.0,6.0,6.0
4.0,13.0,8.0,8.0
10.0,0.0,5.0,7.0
9.0,12.0,4.0,5.0
10.0,56.0,17.0,17.0
725.0,1157.0,637.0,841.0
51.0,96.0,38.0,57.0
9.0,18.0,13.0,18.0
10.0,24.0,7.0,10.0
14.0,0.0,4.0,5.0
9.0,39.0,5.0,9.0
4.0,6.0,3.0,4.0
178.0,239.0,144.0,192.0
0.0,0.0,0.0,0.0
5.0,5.0,5.0,11.0
13.0,12.0,11.0,12.0
6.0,14.0,3.0,6.0
6.0,0.0,4.0,4.0
10.0,5.0,5.0,6.0
0.0,0.0,0.0,0.0
4.0,9.0,4.0,4.0
9.0,20.0,17.0,25.0
9.0,22.0,8.0,14.0
20.0,5.0,10.0,12.0
3.0,4.0,0.0,0.0
12.0,43.0,12.0,16.0
8.0,6.0,3.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
172.0,261.0,109.0,130.0
3.0,7.0,3.0,5.0
16.0,13.0,4.0,3.0
9.0,11.0,5.0,7.0
11.0,17.0,4.0,5.0
8.0,15.0,6.0,9.0
5.0,10.0,6.0,7.0
9.0,15.0,4.0,3.0
8.0,12.0,4.0,4.0
4.0,10.0,4.0,5.0
5.0,15.0,8.0,13.0
3.0,4.0,3.0,3.0
6.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
149.0,181.0,140.0,178.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
5.0,0.0,7.0,5.0
7.0,8.0,5.0,4.0
4.0,0.0,5.0,7.0
3.0,4.0,7.0,9.0
4.0,13.0,6.0,6.0
5.0,0.0,4.0,4.0
15.0,0.0,9.0,11.0
10.0,8.0,14.0,14.0
13.0,28.0,17.0,23.0
4.0,9.0,6.0,8.0
14.0,11.0,7.0,11.0
7.0,10.0,11.0,15.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
92.0,208.0,121.0,155.0
12.0,8.0,13.0,18.0
4.0,27.0,10.0,11.0
3.0,3.0,3.0,4.0
4.0,7.0,6.0,8.0
5.0,7.0,9.0,13.0
10.0,10.0,3.0,6.0
4.0,18.0,6.0,9.0
5.0,14.0,6.0,6.0
5.0,18.0,5.0,6.0
4.0,9.0,8.0,8.0
3.0,14.0,4.0,8.0
8.0,6.0,4.0,4.0
0.0,5.0,3.0,3.0
82.0,153.0,80.0,121.0
10.0,8.0,6.0,11.0
4.0,13.0,8.0,11.0
0.0,0.0,0.0,0.0
9.0,0.0,4.0,10.0
9.0,15.0,3.0,7.0
0.0,5.0,4.0,4.0
4.0,18.0,7.0,6.0
4.0,0.0,4.0,9.0
11.0,26.0,8.0,11.0
6.0,14.0,6.0,7.0
3.0,6.0,4.0,6.0
0.0,4.0,7.0,8.0
5.0,3.0,4.0,5.0
9472.0,20475.0,12957.0,13288.0
4572.0,6718.0,3710.0,2908.0
823.0,1855.0,955.0,777.0
64.0,182.0,83.0,70.0
51.0,104.0,58.0,51.0
55.0,42.0,48.0,28.0
11.0,3.0,6.0,3.0
38.0,59.0,26.0,19.0
29.0,28.0,23.0,17.0
10.0,8.0,7.0,6.0
23.0,34.0,17.0,15.0
9.0,24.0,11.0,9.0
14.0,68.0,28.0,22.0
28.0,67.0,26.0,19.0
27.0,48.0,25.0,15.0
46.0,85.0,49.0,45.0
21.0,61.0,23.0,22.0
17.0,48.0,13.0,10.0
23.0,31.0,20.0,14.0
37.0,42.0,38.0,34.0
12.0,23.0,16.0,15.0
10.0,38.0,18.0,16.0
6.0,30.0,11.0,6.0
10.0,62.0,20.0,18.0
20.0,52.0,24.0,15.0
16.0,32.0,27.0,23.0
14.0,28.0,10.0,8.0
26.0,45.0,18.0,17.0
3.0,11.0,6.0,4.0
23.0,62.0,25.0,21.0
32.0,71.0,34.0,29.0
29.0,102.0,50.0,45.0
8.0,40.0,13.0,10.0
14.0,21.0,21.0,20.0
3.0,17.0,3.0,4.0
4.0,13.0,8.0,6.0
0.0,13.0,6.0,6.0
3.0,9.0,10.0,9.0
19.0,67.0,25.0,25.0
17.0,52.0,28.0,27.0
3.0,20.0,8.0,6.0
5.0,13.0,8.0,4.0
10.0,16.0,6.0,4.0
15.0,38.0,27.0,20.0
546.0,629.0,338.0,247.0
17.0,10.0,7.0,4.0
17.0,17.0,3.0,4.0
26.0,31.0,17.0,16.0
61.0,87.0,45.0,37.0
24.0,30.0,15.0,15.0
18.0,13.0,11.0,7.0
19.0,20.0,11.0,8.0
45.0,43.0,25.0,13.0
12.0,13.0,7.0,5.0
13.0,6.0,4.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
12.0,6.0,6.0,3.0
31.0,32.0,24.0,18.0
36.0,76.0,31.0,22.0
32.0,47.0,24.0,15.0
43.0,84.0,42.0,37.0
12.0,6.0,8.0,6.0
6.0,3.0,3.0,3.0
12.0,22.0,11.0,8.0
14.0,13.0,14.0,6.0
556.0,567.0,343.0,209.0
30.0,20.0,17.0,8.0
22.0,12.0,8.0,6.0
0.0,0.0,0.0,0.0
14.0,20.0,9.0,6.0
11.0,4.0,12.0,8.0
17.0,21.0,15.0,10.0
14.0,12.0,9.0,6.0
35.0,62.0,27.0,9.0
16.0,18.0,10.0,7.0
20.0,16.0,5.0,4.0
0.0,0.0,0.0,0.0
19.0,12.0,10.0,4.0
39.0,32.0,19.0,9.0
11.0,10.0,5.0,4.0
38.0,9.0,20.0,13.0
0.0,0.0,0.0,0.0
5.0,18.0,5.0,5.0
0.0,0.0,0.0,0.0
20.0,0.0,15.0,11.0
47.0,111.0,40.0,39.0
18.0,7.0,13.0,6.0
3.0,4.0,4.0,0.0
20.0,37.0,16.0,13.0
24.0,21.0,12.0,4.0
20.0,33.0,18.0,5.0
18.0,23.0,10.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
522.0,679.0,307.0,203.0
45.0,39.0,17.0,10.0
55.0,90.0,41.0,25.0
9.0,12.0,4.0,3.0
0.0,0.0,0.0,0.0
18.0,17.0,12.0,8.0
15.0,50.0,19.0,17.0
8.0,13.0,10.0,6.0
13.0,9.0,5.0,4.0
17.0,19.0,9.0,3.0
22.0,19.0,15.0,5.0
21.0,10.0,8.0,6.0
20.0,36.0,9.0,5.0
24.0,15.0,10.0,8.0
5.0,9.0,3.0,3.0
31.0,16.0,11.0,6.0
16.0,16.0,8.0,5.0
24.0,33.0,8.0,6.0
8.0,27.0,10.0,5.0
18.0,19.0,11.0,6.0
16.0,20.0,6.0,4.0
12.0,10.0,8.0,3.0
8.0,47.0,15.0,15.0
9.0,32.0,13.0,12.0
3.0,8.0,4.0,3.0
8.0,27.0,15.0,14.0
4.0,7.0,3.0,3.0
889.0,1330.0,761.0,574.0
12.0,19.0,12.0,11.0
23.0,82.0,38.0,31.0
35.0,61.0,21.0,19.0
3.0,6.0,3.0,3.0
36.0,36.0,25.0,18.0
6.0,3.0,5.0,4.0
18.0,32.0,16.0,17.0
13.0,17.0,9.0,5.0
8.0,11.0,8.0,6.0
28.0,25.0,30.0,27.0
33.0,63.0,32.0,24.0
9.0,46.0,27.0,24.0
23.0,11.0,6.0,4.0
46.0,47.0,29.0,10.0
13.0,23.0,20.0,20.0
18.0,19.0,18.0,11.0
85.0,221.0,93.0,61.0
23.0,55.0,41.0,34.0
37.0,115.0,35.0,29.0
22.0,9.0,14.0,9.0
12.0,4.0,4.0,5.0
21.0,19.0,11.0,9.0
17.0,34.0,20.0,15.0
10.0,5.0,3.0,3.0
39.0,65.0,32.0,29.0
10.0,9.0,7.0,5.0
5.0,9.0,6.0,3.0
7.0,20.0,14.0,9.0
25.0,70.0,18.0,17.0
37.0,11.0,5.0,0.0
7.0,3.0,8.0,6.0
6.0,6.0,14.0,13.0
11.0,25.0,16.0,13.0
38.0,50.0,29.0,21.0
10.0,23.0,9.0,7.0
20.0,15.0,8.0,6.0
547.0,575.0,394.0,336.0
0.0,0.0,0.0,0.0
20.0,12.0,13.0,12.0
31.0,5.0,11.0,6.0
19.0,12.0,6.0,5.0
20.0,34.0,8.0,9.0
15.0,7.0,7.0,7.0
19.0,29.0,17.0,16.0
35.0,34.0,18.0,14.0
5.0,3.0,7.0,6.0
34.0,30.0,32.0,27.0
10.0,8.0,8.0,7.0
66.0,37.0,49.0,37.0
4.0,30.0,11.0,10.0
14.0,20.0,10.0,8.0
24.0,19.0,20.0,16.0
21.0,16.0,11.0,9.0
46.0,64.0,35.0,30.0
38.0,58.0,30.0,27.0
13.0,10.0,8.0,4.0
8.0,6.0,8.0,8.0
5.0,9.0,4.0,4.0
7.0,19.0,7.0,8.0
17.0,35.0,27.0,27.0
6.0,4.0,3.0,4.0
15.0,33.0,7.0,6.0
10.0,3.0,7.0,4.0
0.0,0.0,0.0,0.0
32.0,24.0,21.0,17.0
11.0,12.0,7.0,6.0
430.0,651.0,383.0,328.0
13.0,13.0,7.0,7.0
11.0,12.0,8.0,7.0
32.0,47.0,21.0,15.0
8.0,34.0,9.0,8.0
9.0,28.0,15.0,14.0
10.0,13.0,6.0,6.0
32.0,38.0,28.0,22.0
25.0,44.0,22.0,16.0
34.0,23.0,24.0,20.0
8.0,20.0,12.0,14.0
8.0,11.0,8.0,6.0
8.0,15.0,14.0,13.0
17.0,29.0,13.0,11.0
7.0,8.0,9.0,7.0
14.0,21.0,9.0,9.0
41.0,75.0,45.0,42.0
3.0,6.0,3.0,4.0
24.0,39.0,18.0,16.0
26.0,18.0,12.0,7.0
6.0,26.0,10.0,9.0
10.0,27.0,16.0,16.0
6.0,5.0,4.0,6.0
10.0,12.0,8.0,6.0
12.0,17.0,9.0,7.0
0.0,0.0,0.0,0.0
12.0,16.0,11.0,7.0
3.0,3.0,5.0,5.0
0.0,6.0,4.0,4.0
8.0,5.0,7.0,5.0
10.0,15.0,7.0,6.0
44.0,92.0,57.0,58.0
11.0,39.0,19.0,18.0
0.0,0.0,0.0,0.0
9.0,7.0,8.0,9.0
12.0,24.0,16.0,17.0
0.0,0.0,0.0,0.0
12.0,22.0,14.0,14.0
5.0,28.0,21.0,21.0
4.0,18.0,11.0,11.0
0.0,7.0,6.0,6.0
38.0,52.0,13.0,12.0
20.0,40.0,10.0,8.0
22.0,69.0,31.0,30.0
7.0,14.0,4.0,4.0
7.0,8.0,8.0,7.0
0.0,7.0,3.0,3.0
0.0,0.0,0.0,0.0
5.0,17.0,7.0,9.0
3.0,23.0,9.0,7.0
38.0,34.0,23.0,23.0
9.0,9.0,3.0,3.0
7.0,5.0,4.0,4.0
8.0,12.0,10.0,9.0
13.0,25.0,12.0,15.0
13.0,25.0,12.0,15.0
14.0,15.0,14.0,13.0
11.0,14.0,11.0,10.0
8.0,9.0,10.0,9.0
8.0,9.0,10.0,9.0
59.0,93.0,39.0,43.0
8.0,16.0,9.0,11.0
12.0,13.0,5.0,3.0
6.0,21.0,7.0,10.0
4.0,15.0,7.0,8.0
7.0,10.0,4.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
13.0,11.0,8.0,9.0
6.0,4.0,6.0,6.0
502.0,869.0,519.0,607.0
502.0,869.0,519.0,607.0
21.0,28.0,28.0,38.0
24.0,72.0,36.0,38.0
21.0,21.0,18.0,23.0
20.0,19.0,30.0,29.0
35.0,53.0,29.0,30.0
10.0,17.0,11.0,13.0
17.0,26.0,15.0,24.0
15.0,14.0,12.0,12.0
19.0,6.0,10.0,8.0
10.0,9.0,8.0,10.0
17.0,31.0,14.0,18.0
4.0,13.0,7.0,8.0
7.0,16.0,7.0,9.0
29.0,33.0,28.0,29.0
5.0,25.0,14.0,15.0
28.0,23.0,18.0,25.0
20.0,41.0,17.0,24.0
19.0,23.0,16.0,21.0
37.0,65.0,35.0,37.0
16.0,35.0,15.0,18.0
22.0,72.0,31.0,30.0
8.0,13.0,13.0,14.0
5.0,8.0,6.0,7.0
25.0,46.0,15.0,20.0
20.0,25.0,18.0,17.0
8.0,13.0,9.0,9.0
6.0,11.0,3.0,5.0
15.0,59.0,31.0,43.0
261.0,824.0,628.0,711.0
261.0,824.0,628.0,711.0
4.0,21.0,17.0,17.0
9.0,17.0,21.0,21.0
6.0,10.0,10.0,9.0
0.0,0.0,0.0,0.0
7.0,38.0,16.0,16.0
4.0,13.0,14.0,13.0
5.0,18.0,9.0,11.0
3.0,6.0,8.0,8.0
0.0,12.0,7.0,7.0
5.0,12.0,8.0,13.0
7.0,7.0,11.0,18.0
9.0,12.0,15.0,20.0
9.0,19.0,9.0,10.0
0.0,7.0,5.0,5.0
4.0,8.0,6.0,6.0
0.0,8.0,5.0,5.0
0.0,10.0,4.0,4.0
0.0,3.0,4.0,4.0
0.0,11.0,7.0,8.0
4.0,7.0,5.0,6.0
11.0,8.0,17.0,20.0
11.0,24.0,27.0,31.0
9.0,26.0,12.0,14.0
7.0,12.0,16.0,18.0
4.0,19.0,11.0,13.0
0.0,15.0,8.0,8.0
0.0,0.0,3.0,3.0
5.0,12.0,9.0,11.0
9.0,35.0,11.0,12.0
4.0,30.0,19.0,23.0
6.0,0.0,8.0,10.0
4.0,7.0,12.0,12.0
7.0,20.0,8.0,11.0
3.0,11.0,8.0,10.0
6.0,9.0,11.0,16.0
3.0,17.0,15.0,17.0
0.0,0.0,0.0,0.0
4.0,7.0,9.0,9.0
0.0,0.0,0.0,0.0
6.0,8.0,9.0,10.0
0.0,0.0,8.0,8.0
0.0,0.0,0.0,0.0
5.0,14.0,10.0,10.0
18.0,54.0,23.0,28.0
9.0,18.0,10.0,11.0
0.0,10.0,3.0,5.0
4.0,7.0,7.0,7.0
5.0,11.0,7.0,9.0
3.0,6.0,10.0,13.0
4.0,8.0,3.0,6.0
705.0,787.0,675.0,984.0
274.0,295.0,304.0,462.0
28.0,37.0,28.0,50.0
8.0,3.0,12.0,13.0
13.0,7.0,10.0,13.0
8.0,6.0,12.0,20.0
0.0,0.0,0.0,0.0
9.0,13.0,8.0,11.0
13.0,22.0,10.0,12.0
12.0,3.0,3.0,8.0
3.0,5.0,4.0,10.0
9.0,13.0,18.0,28.0
7.0,6.0,7.0,9.0
9.0,5.0,5.0,7.0
11.0,10.0,6.0,8.0
20.0,22.0,12.0,30.0
11.0,34.0,14.0,20.0
8.0,9.0,6.0,12.0
32.0,39.0,35.0,48.0
7.0,4.0,5.0,12.0
3.0,4.0,3.0,5.0
3.0,0.0,4.0,6.0
7.0,17.0,20.0,21.0
4.0,4.0,7.0,12.0
0.0,0.0,0.0,0.0
431.0,492.0,371.0,522.0
16.0,20.0,3.0,8.0
6.0,3.0,7.0,10.0
11.0,19.0,7.0,9.0
12.0,23.0,17.0,21.0
13.0,10.0,9.0,14.0
10.0,12.0,7.0,7.0
22.0,42.0,25.0,31.0
16.0,23.0,38.0,45.0
15.0,24.0,11.0,19.0
25.0,23.0,14.0,24.0
14.0,7.0,10.0,15.0
5.0,15.0,8.0,10.0
13.0,6.0,11.0,12.0
47.0,49.0,31.0,53.0
5.0,9.0,4.0,6.0
14.0,10.0,3.0,13.0
23.0,35.0,12.0,22.0
6.0,4.0,3.0,3.0
11.0,7.0,11.0,17.0
3.0,5.0,6.0,6.0
6.0,19.0,12.0,18.0
6.0,0.0,4.0,7.0
15.0,6.0,13.0,10.0
5.0,7.0,6.0,5.0
24.0,25.0,18.0,22.0
15.0,15.0,16.0,21.0
13.0,25.0,9.0,10.0
12.0,11.0,17.0,21.0
8.0,13.0,7.0,12.0
4.0,4.0,10.0,12.0
6585.0,14834.0,6106.0,6817.0
3774.0,6641.0,3058.0,2846.0
1274.0,2103.0,1021.0,927.0
55.0,63.0,35.0,27.0
13.0,19.0,9.0,10.0
36.0,38.0,21.0,14.0
22.0,42.0,15.0,16.0
81.0,142.0,58.0,47.0
6.0,14.0,6.0,6.0
23.0,17.0,9.0,4.0
22.0,26.0,9.0,9.0
41.0,96.0,34.0,30.0
29.0,51.0,16.0,12.0
56.0,85.0,48.0,46.0
29.0,48.0,35.0,31.0
21.0,33.0,21.0,18.0
38.0,61.0,31.0,33.0
14.0,16.0,5.0,6.0
67.0,77.0,44.0,40.0
15.0,37.0,14.0,15.0
37.0,52.0,15.0,21.0
36.0,78.0,42.0,50.0
51.0,55.0,39.0,33.0
18.0,31.0,10.0,8.0
21.0,28.0,8.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
23.0,38.0,18.0,15.0
20.0,31.0,18.0,18.0
0.0,0.0,0.0,0.0
34.0,55.0,39.0,40.0
65.0,161.0,48.0,43.0
3.0,29.0,11.0,10.0
19.0,21.0,15.0,15.0
7.0,3.0,6.0,4.0
0.0,0.0,0.0,0.0
32.0,74.0,34.0,34.0
38.0,34.0,24.0,15.0
81.0,173.0,58.0,54.0
21.0,9.0,17.0,14.0
16.0,12.0,12.0,9.0
6.0,7.0,7.0,6.0
11.0,18.0,9.0,3.0
12.0,24.0,11.0,10.0
22.0,58.0,26.0,19.0
25.0,59.0,37.0,36.0
45.0,84.0,51.0,47.0
10.0,15.0,12.0,11.0
9.0,18.0,12.0,13.0
18.0,41.0,16.0,16.0
25.0,29.0,15.0,12.0
170.0,330.0,140.0,131.0
32.0,66.0,35.0,32.0
69.0,152.0,54.0,46.0
19.0,27.0,11.0,9.0
10.0,16.0,14.0,13.0
7.0,9.0,6.0,5.0
5.0,18.0,8.0,9.0
12.0,17.0,9.0,11.0
0.0,0.0,0.0,0.0
631.0,1409.0,544.0,580.0
26.0,58.0,21.0,23.0
69.0,135.0,57.0,62.0
27.0,73.0,34.0,36.0
13.0,26.0,9.0,9.0
23.0,53.0,21.0,19.0
24.0,79.0,36.0,38.0
31.0,34.0,18.0,23.0
6.0,14.0,3.0,3.0
30.0,58.0,15.0,15.0
12.0,35.0,16.0,18.0
43.0,97.0,48.0,45.0
31.0,89.0,21.0,24.0
41.0,119.0,37.0,39.0
7.0,15.0,11.0,12.0
10.0,27.0,5.0,3.0
12.0,9.0,9.0,11.0
11.0,26.0,6.0,9.0
68.0,123.0,49.0,43.0
15.0,32.0,15.0,13.0
10.0,28.0,9.0,11.0
12.0,44.0,11.0,13.0
20.0,51.0,21.0,22.0
0.0,0.0,0.0,0.0
21.0,23.0,21.0,24.0
48.0,121.0,40.0,52.0
10.0,15.0,3.0,5.0
150.0,279.0,95.0,84.0
58.0,89.0,30.0,39.0
28.0,21.0,16.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
37.0,91.0,24.0,22.0
12.0,25.0,8.0,6.0
12.0,43.0,13.0,10.0
12.0,19.0,10.0,11.0
8.0,13.0,6.0,7.0
4.0,6.0,4.0,4.0
669.0,986.0,487.0,455.0
28.0,58.0,16.0,14.0
36.0,34.0,22.0,17.0
9.0,21.0,10.0,9.0
33.0,54.0,24.0,18.0
9.0,32.0,15.0,14.0
21.0,37.0,13.0,10.0
40.0,72.0,38.0,40.0
25.0,35.0,17.0,14.0
52.0,53.0,31.0,29.0
24.0,28.0,16.0,14.0
49.0,114.0,54.0,48.0
39.0,74.0,21.0,22.0
44.0,67.0,38.0,40.0
53.0,36.0,37.0,32.0
16.0,25.0,13.0,12.0
53.0,56.0,22.0,20.0
87.0,99.0,68.0,66.0
16.0,39.0,12.0,16.0
12.0,12.0,8.0,5.0
0.0,0.0,0.0,0.0
13.0,25.0,8.0,9.0
857.0,1476.0,751.0,640.0
77.0,119.0,60.0,44.0
5.0,25.0,9.0,11.0
34.0,61.0,29.0,24.0
47.0,59.0,43.0,39.0
34.0,58.0,36.0,28.0
53.0,54.0,39.0,33.0
20.0,17.0,21.0,16.0
28.0,37.0,18.0,12.0
51.0,64.0,31.0,24.0
23.0,49.0,14.0,10.0
24.0,24.0,29.0,31.0
23.0,56.0,25.0,28.0
6.0,17.0,5.0,7.0
4.0,25.0,7.0,7.0
5.0,5.0,5.0,5.0
25.0,39.0,18.0,12.0
11.0,15.0,11.0,10.0
122.0,288.0,96.0,91.0
34.0,65.0,35.0,35.0
13.0,6.0,4.0,4.0
0.0,8.0,4.0,4.0
21.0,19.0,20.0,17.0
11.0,8.0,3.0,3.0
40.0,152.0,46.0,50.0
19.0,7.0,19.0,3.0
5.0,11.0,10.0,10.0
26.0,50.0,24.0,27.0
30.0,41.0,26.0,24.0
5.0,22.0,16.0,4.0
21.0,14.0,11.0,6.0
7.0,15.0,4.0,7.0
7.0,15.0,4.0,7.0
4.0,24.0,6.0,11.0
3.0,11.0,3.0,7.0
696.0,1342.0,599.0,702.0
308.0,570.0,246.0,286.0
13.0,37.0,16.0,17.0
7.0,14.0,11.0,10.0
4.0,10.0,3.0,5.0
0.0,0.0,0.0,0.0
13.0,31.0,7.0,6.0
11.0,15.0,11.0,12.0
23.0,27.0,18.0,14.0
10.0,56.0,15.0,13.0
19.0,50.0,22.0,27.0
3.0,10.0,5.0,5.0
27.0,28.0,21.0,23.0
25.0,45.0,15.0,17.0
20.0,23.0,11.0,13.0
18.0,33.0,12.0,18.0
18.0,30.0,18.0,22.0
10.0,13.0,7.0,9.0
9.0,14.0,3.0,8.0
0.0,0.0,0.0,0.0
6.0,10.0,4.0,6.0
11.0,17.0,5.0,6.0
13.0,21.0,9.0,15.0
0.0,0.0,0.0,0.0
6.0,6.0,6.0,6.0
19.0,44.0,11.0,13.0
0.0,0.0,0.0,0.0
12.0,16.0,9.0,11.0
388.0,772.0,353.0,416.0
26.0,60.0,28.0,34.0
12.0,16.0,9.0,9.0
17.0,30.0,10.0,11.0
20.0,32.0,11.0,10.0
5.0,25.0,7.0,12.0
8.0,14.0,8.0,7.0
8.0,11.0,4.0,4.0
22.0,57.0,14.0,15.0
41.0,39.0,26.0,24.0
9.0,3.0,4.0,6.0
9.0,18.0,12.0,12.0
24.0,51.0,27.0,32.0
23.0,35.0,25.0,25.0
29.0,88.0,27.0,36.0
11.0,16.0,7.0,12.0
11.0,11.0,7.0,9.0
14.0,29.0,16.0,23.0
33.0,104.0,26.0,29.0
7.0,31.0,18.0,18.0
16.0,34.0,17.0,21.0
3.0,9.0,8.0,11.0
4.0,4.0,5.0,4.0
7.0,10.0,4.0,5.0
3.0,6.0,5.0,8.0
13.0,11.0,12.0,15.0
4850.0,6215.0,3203.0,3302.0
1803.0,1970.0,1344.0,1291.0
224.0,272.0,188.0,179.0
23.0,10.0,19.0,14.0
45.0,35.0,37.0,31.0
37.0,61.0,36.0,33.0
7.0,14.0,3.0,6.0
30.0,39.0,22.0,27.0
15.0,38.0,18.0,20.0
13.0,25.0,13.0,13.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
13.0,16.0,14.0,10.0
4.0,10.0,9.0,7.0
0.0,0.0,0.0,0.0
17.0,4.0,10.0,10.0
109.0,22.0,88.0,86.0
41.0,0.0,44.0,46.0
10.0,0.0,13.0,12.0
24.0,12.0,10.0,6.0
4.0,0.0,4.0,5.0
9.0,0.0,11.0,10.0
18.0,10.0,6.0,7.0
792.0,795.0,537.0,500.0
36.0,27.0,19.0,18.0
37.0,36.0,21.0,21.0
10.0,5.0,3.0,3.0
60.0,62.0,50.0,46.0
23.0,24.0,19.0,19.0
20.0,9.0,9.0,4.0
12.0,11.0,7.0,6.0
10.0,17.0,10.0,9.0
42.0,38.0,22.0,18.0
7.0,13.0,6.0,6.0
36.0,29.0,20.0,19.0
21.0,40.0,16.0,16.0
33.0,31.0,16.0,15.0
40.0,61.0,38.0,41.0
16.0,3.0,14.0,15.0
40.0,36.0,36.0,34.0
